"Photo","Picture","MLS Number","Class","Building Type","Area","Price","Address","City","State","Status","Radar ID","Zoning","Days On Market"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40698197/0/60/45/30c7ac87ca8d2cf3b11680dfc444e28e/4/f74143c88e57fd0398d886851f946ae0/MAXEBRDI40698197.JPG","30","40698197","RESIDENTIAL","Detached","Berkeley Map Area 8","$664,900","2639 MATHEWS ST","BERKELEY","CA","Active-REO",,"1001","107"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709833/0/60/45/03da5c2ef0408555ea984267cf7047a6/2/c7bef5a375b3bc8cd9d8bd2ac8fb5450/MAXEBRDI40709833.JPG","30","40709833","RESIDENTIAL","Detached","Livermore","$665,000","682 LOS ALAMOS AVE","LIVERMORE","CA","Back on Market",,"1001","14"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712688/0/60/45/e0607d74e7272c1db3dd9c750cf3135e/2/4ac7b067306b4fc955a3b1978e2b5f4e/MAXEBRDI40712688.JPG","30","40712688","RESIDENTIAL","Detached","San Joaquin County","$665,000","632 W Jardin","MOUNTAIN HOUSE","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710404/0/60/45/5b7ccf6f28fa358c00acf039b6495af7/12/be451419e6fbf6274216a0a4521077d7/MAXEBRDI40710404.JPG","15","40710404","RESIDENTIAL","Detached","San Leandro","$669,000","737 CARY DR","SAN LEANDRO","CA","Pending Show for Backups",,"1001","16"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706451/0/60/45/f130a1e7917f3be3fc2b65af4f00dfca/12/e1bf7125297b551d4ad4acdaf9243241/MAXEBRDI40706451.JPG","9","40706451","RESIDENTIAL","Detached","El Cerrito","$670,000","6826 HAGEN BLVD","EL CERRITO","CA","Sold",,"1001","27"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707811/0/60/45/e08d02f1aa2d57c9b55caa8330ba315b/4/2a65afa1ea67de1c4b276bb9be31dc7c/MAXEBRDI40707811.JPG","30","40707811","RESIDENTIAL","Condo","Oakland Zip Code 94618","$675,000","5340 BROADWAY TER","OAKLAND","CA","Sold",,"1004","13"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712313/0/60/45/a6c990eda1d562fc8d812aa130dac761/2/98740038d608521aa5968c1c9b9e4801/MAXEBRDI40712313.JPG","1","40712313","RESIDENTIAL","Detached","Castro Valley","$675,000","21145 BAKER RD","CASTRO VALLEY","CA","Price Change",,"1001","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40699324/0/60/45/751a1ab1726d6a25ef86c5225cafc8c0/8/efb5092354a3eb5e8eb972a881361bce/MAXEBRDI40699324.JPG","21","40699324","RESIDENTIAL","Detached","Concord","$678,000","4493 SWEET SHRUB CT","CONCORD","CA","Active",,"1003","33"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712655/0/60/45/b72afa6f8f5c3a405dfc96b14ada8be3/2/8fde74d81e5cd4eb1d31efb56da814ce/MAXEBRDI40712655.JPG","30","40712655","RESIDENTIAL","Detached","Castro Valley","$678,888","2873 JENNIFER DR","CASTRO VALLEY","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711738/0/60/45/56b9782f78742e0e5f28c30b0a0c5e84/9/b5b8e147dee542780e20f1ea297c82ff/MAXEBRDI40711738.JPG","23","40711738","RESIDENTIAL","Detached","Newark","$679,888","6378 Normandy","NEWARK","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707778/0/60/45/d37bc9e1883a682a514a1ef0a3a2dc06/9/a3e64457ac140956a3b6d10543814d2c/MAXEBRDI40707778.JPG","2","40707778","RESIDENTIAL","Detached","Fremont","$680,000","42881 Roberts","FREMONT","CA","Sold",,,"10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708626/0/60/45/aeaad324d17cf17ad50fd54350bf532d/8/d3d2aca280bbad0c9685b1b14ac10bb7/MAXEBRDI40708626.JPG","27","40708626","RESIDENTIAL","Detached","Pleasant Hill","$685,000","142 MARGIE DR","PLEASANT HILL","CA","Pending Show for Backups",,"1001","29"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707559/0/60/45/21ce1e1087cf0cf14ae1483c8579b5df/2/e2767c35c31e04931bc6a0514775258b/MAXEBRDI40707559.JPG","29","40707559","RESIDENTIAL","Detached","Newark","$688,888","39724 POTRERO DR","NEWARK","CA","Pending",,"1009","37"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711762/0/60/45/ac5bb0a7ffa79d35294697b5b45ccff1/9/0141289a7f7ce5ad1978a8ebd6bb60bf/MAXEBRDI40711762.JPG","7","40711762","RESIDENTIAL","Detached","Fremont","$688,888","40445 Robin St.","FREMONT","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708429/0/60/45/3fb8dd094a3c3bb0141fab93930c0b42/6/d8cf6455d6fb9dd2e1b3b2aa023784f2/MAXEBRDI40708429.JPG","25","40708429","RESIDENTIAL","Detached","Brentwood","$689,000","2105 MILDRED CT","BRENTWOOD","CA","Active",,"8001","32"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712690/0/60/45/33c1e57745a6acd778294c241d9f84f3/2/3e57cfc78061fc68f5547510e9399d4e/MAXEBRDI40712690.JPG","30","40712690","RESIDENTIAL","Detached","Hayward","$689,000","2222 Hansen Road","HAYWARD","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712659/0/60/45/70bd591dd96b8d5039e6cf96761e9b2e/4/2e601e618f005c2b00a784c71566e323/MAXEBRDI40712659.JPG","19","40712659","RESIDENTIAL","Detached","Oakland Zip Code 94608","$689,500","959 43rd Street","OAKLAND","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711773/0/60/45/83cfab0ee4c7b959bc8fb1cb5e27511d/8/3e3dfa900e6890869cffc9fe63bf8188/MAXEBRDI40711773.JPG","23","40711773","RESIDENTIAL","Detached","Martinez","$690,000","233 BENHAM DR","MARTINEZ","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706629/0/60/45/d896893c4027b14cb4826ba2b15454ba/4/8e4380364c0254c97433b5bc5cca8023/MAXEBRDI40706629.JPG","30","40706629","RESIDENTIAL","Detached","Concord","$695,000","4149 SACRAMENTO ST","CONCORD","CA","Sold",,"1001","13"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712701/0/60/45/704f85ef42dc1c2ec10f97e38a86bb0e/4/11f8810bea01b5daf4d8732a722699d2/MAXEBRDI40712701.JPG","9","40712701","RESIDENTIAL","Detached","Hayward","$695,000","420 SMALLEY AVE","HAYWARD","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40702658/0/60/45/ebabc93a21ae17a23af5b15b77a80949/2/05576a1a07a62eb6e1ab114dad356363/MAXEBRDI40702658.JPG","15","40702658","RESIDENTIAL","Condo","All Other Counties/States","$698,000","82 MARYLINN DRIVE","MILPITAS","CA","Price Change",,,"75"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711930/0/60/45/0eae2ea957470a6a53e13ecedfebe18d/2/cda96fcb64adf7df50ab47bb29ef655e/MAXEBRDI40711930.JPG","28","40711930","RESIDENTIAL","Detached","San Leandro","$698,500","2674 Darius Way","SAN LEANDRO","CA","New",,,"6"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711772/0/60/45/4596c10dae86e9ebfa0406222483ac8f/9/96a3cd06304b4b9336e5688cf12fa3ae/MAXEBRDI40711772.JPG","11","40711772","RESIDENTIAL INCOME","DUPLEX","Hayward","$699,000","631 SUNSET BLVD","HAYWARD","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711502/0/60/45/f38bd1245576130f1bf5b62493ec7fa3/13/e537e9f11e25eede4fb0115febecd614/MAXEBRDI40711502.JPG","14","40711502","RESIDENTIAL","Detached","Alameda Map Area 1","$699,000","3114 MADISON ST","ALAMEDA","CA","Pending Show for Backups",,"1001","9"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712596/0/60/45/b55071f34813706bd46e406b4b972783/4/b53c4c933340bc822265e245521aa9c2/MAXEBRDI40712596.JPG","25","40712596","RESIDENTIAL","Condo","Emeryville","$699,000","4300 HORTON ST","EMERYVILLE","CA","New",,"1004","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712645/0/60/45/271671d3a3b631a380e5e74918328291/2/1477f14aca7e18ece475d324069af4fd/MAXEBRDI40712645.JPG","23","40712645","RESIDENTIAL","Detached","Union City","$699,000","3155 COURTHOUSE DR","UNION CITY","CA","New",,"RES","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712651/0/60/45/e0e36de8fc23e4dae97afee7d3075797/4/8cb8e3e0c0ec2f514ca773f024dd45df/MAXEBRDI40712651.JPG","15","40712651","RESIDENTIAL","Detached","Oakland Zip Code 94619","$699,000","4610 STAUFFER PL","OAKLAND","CA","New",,"1001","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711743/0/60/45/91eadd132277b56490756b63568706d9/2/9bf3fa760c723d0dae9afa0d353a3574/MAXEBRDI40711743.JPG","1","40711743","RESIDENTIAL","Detached","Castro Valley","$700,000","20175 San Miguel","CASTRO VALLEY","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705006/0/60/45/8681f5e91e188198e291b6d7f7ecfdb9/2/25e31375d8e4e31589e414956f368e4a/MAXEBRDI40705006.JPG","21","40705006","RESIDENTIAL","Detached","Hayward","$700,000","27914 EDGECLIFF WAY","HAYWARD","CA","Sold",,"1001","26"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707692/0/60/45/674897c19019bbfb5053ce882e89d23c/2/a8b94eb07bbfb2546e51fb965a1b013a/MAXEBRDI40707692.JPG","26","40707692","RESIDENTIAL","Detached","Dublin","$705,000","7736 MILLBROOK AVE","DUBLIN","CA","Sold",,"1001","6"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711705/0/60/45/8bb8357aaafc4b66ddc79caa49a28cc8/8/7c46e16dc5e2685829916cf64ebb0ebd/MAXEBRDI40711705.JPG","18","40711705","RESIDENTIAL","Detached","Pleasant Hill","$707,000","6 SPARROW CT","PLEASANT HILL","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40688947/0/60/45/c5dcb70039254872082cc6563725d732/9/0a072b6157c3e416f1d46f8c576dc9db/MAXEBRDI40688947.JPG","16","40688947","RESIDENTIAL","Detached","Discovery Bay","$710,000","4661 Clipper","DISCOVERY BAY","CA","Active",,,"174"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712351/0/60/45/47dd5221137ab8e07f979704345465d3/11/5266496906ac2eccbcf1ed6412e55566/MAXEBRDI40712351.JPG","15","40712351","RESIDENTIAL","Detached","Oakland Zip Code 94605","$714,900","8301 Ney","OAKLAND","CA","New",,,"3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710567/0/60/45/1e17a2f911e62f34ab188af292e8e357/8/41db5673342998d1a00578e050c4e7fc/MAXEBRDI40710567.JPG","21","40710567","RESIDENTIAL","Condo","San Ramon","$725,000","6195 YARDLEY LN","SAN RAMON","CA","Pending",,"1004","14"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706938/0/60/45/4cbe6f1342d881f2e5965969648ceb98/4/7175ac186712b03f301dccb12a61f16b/MAXEBRDI40706938.JPG","29","40706938","RESIDENTIAL INCOME","DUPLEX","Berkeley Map Area 7","$725,000","1425 Harmon Street","BERKELEY","CA","Cancelled",,"1101","45"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712641/0/60/45/df0a91c7e32155d12242aced9b58c18f/6/d64688c460729ab9f09dc4da9f4f5736/MAXEBRDI40712641.JPG","25","40712641","RESIDENTIAL","Detached","Oakley","$725,000","104 PROSPECT CT","OAKLEY","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709680/0/60/45/65e3a85a64d57ed12340224893b36a87/9/f3df9360ad6e7b82d986d5c7ca7dfdf4/MAXEBRDI40709680.JPG","25","40709680","RESIDENTIAL","Townhouse","Fremont","$729,000","3526 Altamira Terrace","FREMONT","CA","Contingent",,,"23"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710654/0/60/45/783b475656ff120035ca9f69538af040/2/e67ddcc0a06e07da83a46815d50d5636/MAXEBRDI40710654.JPG","16","40710654","RESIDENTIAL","Duet","Walnut Creek","$729,000","1564 GILBOA DR","WALNUT CREEK","CA","Pending",,"1004","12"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712551/0/60/45/1db6a097b8abb48c2282edf83651202b/2/ff721f04653c6c1f9129f7a75ed86a88/MAXEBRDI40712551.JPG","30","40712551","RESIDENTIAL","Detached","Union City","$729,000","32341 JACKLYNN DR","UNION CITY","CA","New",,"1001","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711659/0/60/45/d038df7ac313467af58d4efbfdf2f133/2/1418a01a8bebbf77c358fca99ee05189/MAXEBRDI40711659.JPG","26","40711659","RESIDENTIAL","Detached","Fremont","$740,000","4450 DARWIN DRIVE","FREMONT","CA","Pending",,,"7"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711808/0/60/45/4a90b3ce56365cad9ec4691171813bcb/4/c7edaa8dbb1603916b975ac9603d9412/MAXEBRDI40711808.JPG","1","40711808","RESIDENTIAL","Detached","San Leandro","$750,000","2839 DARIUS WAY","SAN LEANDRO","CA","Active-Short Sale",,"1001","6"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705375/0/60/45/19fe19bb652305380ec5bf2f7d4f5755/8/8d4853287a99e6a3921747c240e954b3/MAXEBRDI40705375.JPG","22","40705375","RESIDENTIAL","Townhouse","San Ramon","$755,500","4081 W Lakeshore","SAN RAMON","CA","Active-Short Sale",,,"55"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40692763/0/60/45/87736d305b17d6656c2524eac8ba857e/4/fbbe5266865ba0b21bfdbb661c8bb2ce/MAXEBRDI40692763.JPG","30","40692763","RESIDENTIAL","Detached","Napa County","$759,000","275 Cantada Way","AMERICAN CANYON","CA","Pending",,,"142"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711780/0/60/45/81de61bafc09066966d96d72b7b0d460/2/afa9a4147436fd8f1d165617fee6406d/MAXEBRDI40711780.JPG","12","40711780","RESIDENTIAL","Townhouse","Fremont","$760,000","34155 TORINO TER","FREMONT","CA","Active",,"1004","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712191/0/60/45/41768f06b9340b7b6500f08e65217bb2/2/eef3b1321f515a1efc28d0eb4cc310cf/MAXEBRDI40712191.JPG","30","40712191","RESIDENTIAL","Detached","Livermore","$765,000","2887 Hoya Cmn","LIVERMORE","CA","Pending Show for Backups",,,"3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40687441/0/60/45/d19629cb6a7a147d214042928288e1cd/4/bc4a41a736484fb27ffc56ce4c26c754/MAXEBRDI40687441.JPG","4","40687441","RESIDENTIAL INCOME","DUPLEX","Oakland Zip Code 94610","$765,000","361 MacArthur Blvd.","OAKLAND","CA","Sold",,,"73"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711776/0/60/45/ca9f54b4f40c0fa0feb7c298dc1155aa/8/6c990327f75eae7da93d206d926f5d11/MAXEBRDI40711776.JPG","15","40711776","RESIDENTIAL","Detached","Clayton","$769,950","102 MT EVEREST CT","CLAYTON","CA","Active",,"1003","7"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708195/0/60/45/dc2bd48dcd09cf1eb730462958fdd75a/2/89c8c286ea7105b173cb833dedaacf8a/MAXEBRDI40708195.JPG","28","40708195","RESIDENTIAL","Detached","Castro Valley","$775,000","4077 Greenacre Road","CASTRO VALLEY","CA","Pending",,,"32"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712644/0/60/45/60c0c3c549a69ba580fa98fa5fbded2d/8/7749ee1744c5cb1aa71592c23c46cecb/MAXEBRDI40712644.JPG","30","40712644","RESIDENTIAL","Detached","Concord","$775,000","3119 Barrymore","CONCORD","CA","New",,,"2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40671049/0/60/45/a5239a2bd87abc9727f0423e3b60f83e/4/29225d35c4b56a3e8abba20c06660adb/MAXEBRDI40671049.JPG","3","40671049","RESIDENTIAL INCOME","DUPLEX","Emeryville","$775,000","1074 43RD","EMERYVILLE","CA","Expired",,,"151"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712734/0/60/45/46484ba7e6fcd0573591139e70f9911e/4/55a60d2bfbd1276ce9eee5702f104ac2/MAXEBRDI40712734.JPG","1","40712734","RESIDENTIAL","Condo","Santa Clara County","$775,486","727 Garden Street","MILPITAS","CA","New",,,"0"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40699738/0/60/45/91b7db66c54322e76e8db68720f36081/4/e6e54a320927d220a211add6f382a6fe/MAXEBRDI40699738.JPG","1","40699738","RESIDENTIAL","Condo","Santa Clara County","$778,613","717 Garden Street","MILPITAS","CA","Cancelled",,,"95"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712715/0/60/45/8ed0da3c930719e1495b556d540f1379/2/2b81cd236c1ef70e824eb1c0c3bb423a/MAXEBRDI40712715.JPG","20","40712715","RESIDENTIAL","Detached","Castro Valley","$779,000","4606 EWING RD","CASTRO VALLEY","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711285/0/60/45/f9092e0ff6fa5c8d1276c4a1eee97352/9/9de5c99230a8e2ec47705ee651225e99/MAXEBRDI40711285.JPG","5","40711285","RESIDENTIAL","Detached","Fremont","$779,888","34500 Bentley Court","FREMONT","CA","Pending",,,"10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712135/0/60/45/b1bf18df84e1aee5db148b2fe2518630/2/b428fa1b49c63530a33b141c114356e1/MAXEBRDI40712135.JPG","29","40712135","RESIDENTIAL","Detached","Livermore","$789,950","2245 8TH ST","LIVERMORE","CA","New",,"1001","4"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711709/0/60/45/466df064bfa007f00a1cbbd936ac893e/9/d94319ef3de3da44b543bd7c4799d848/MAXEBRDI40711709.JPG","13","40711709","RESIDENTIAL","Townhouse","Fremont","$798,000","2030 Briscoe terrace","FREMONT","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711117/0/60/45/45d4334bc3287e56eaa4e5b030913f99/2/cbef3a29dda51d373b59158f2e9fc125/MAXEBRDI40711117.JPG","30","40711117","RESIDENTIAL","Detached","Fremont","$799,000","40330 STRAWFLOWER WAY","FREMONT","CA","Pending",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711152/0/60/45/116ec8ec0434955ff9f822d14a8e9bbd/2/c096322e5ea802f62de75fd8e25c693d/MAXEBRDI40711152.JPG","28","40711152","RESIDENTIAL","Detached","Union City","$799,800","4857 Sally Ct","UNION CITY","CA","Active",,,"12"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709900/0/60/45/30c01098332bc242d9c7b83d42bbc402/8/835b74ea6f3a37daf08ee3661ca3d7e9/MAXEBRDI40709900.JPG","28","40709900","RESIDENTIAL","Detached","San Ramon","$800,000","521 VAN BUREN PL","SAN RAMON","CA","Sold",,"1001","4"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712663/0/60/45/8fdaf96d42765e5da468d19a580355c9/8/6869a90ed395f3b708c496f70f798a7b/MAXEBRDI40712663.JPG","27","40712663","RESIDENTIAL","Detached","San Ramon","$800,000","109 CORTONA DR","SAN RAMON","CA","New",,"1003","4"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40687955/0/60/45/91dad0d10e16147b3400d8e9b6a485f3/2/33d9b9f4c1f6b5d3917511a8be39cbbf/MAXEBRDI40687955.JPG","1","40687955","RESIDENTIAL","Detached","Danville","$810,464","135 Elworthy Ranch Dr","DANVILLE","CA","Sold",,,"39"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40689037/0/60/45/b460208b7e3f6f1eafcb83fd27e0d311/2/d45b7b7d79aa6d0083608db51601d03b/MAXEBRDI40689037.JPG","23","40689037","RESIDENTIAL","Detached","Berkeley Map Area 7","$815,500","1135 CAMELIA ST","BERKELEY","CA","Sold",,"1001","21"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40699203/0/60/45/94a0354ddd8e56f5ed6026151a34a1c6/8/94ef8bc978860f12cb35abe3457e470e/MAXEBRDI40699203.JPG","9","40699203","RESIDENTIAL","Detached","Livermore","$819,000","48 ROCKROSE ST","LIVERMORE","CA","Active",,"1001","80"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710380/0/60/45/9709b64942584091667f3641705ec2e4/2/f4988de1c2cf1f26926ddeceefea0488/MAXEBRDI40710380.JPG","25","40710380","RESIDENTIAL","Detached","Union City","$825,000","2809 PELICAN DR","UNION CITY","CA","Pending Show for Backups",,"1001","12"
"http://cdnparap30.paragonrels.com/ParagonImages/Static/60/45/739e64b314b28e70738977c8162c55db/NoPhotoAvailable.jpg","0","40712643","RESIDENTIAL","Detached","Fremont","$825,000","4390 La Cosa Ave","FREMONT","CA","New",,,"2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712687/0/60/45/cc3cfc31aaf4590f1e63a9ac80b6f554/2/97016121df900778848ad9cddf610f50/MAXEBRDI40712687.JPG","23","40712687","RESIDENTIAL","Detached","Pleasanton","$829,000","3273 Touriga","PLEASANTON","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712748/0/60/45/2e45f13390a2688bd77bc78bb69cc838/2/2e181757395e0fb645efd1247e8bbb23/MAXEBRDI40712748.JPG","14","40712748","RESIDENTIAL","Detached","Castro Valley","$829,000","2711 Talbot Lane","CASTRO VALLEY","CA","New",,,"0"
"http://cdnparap30.paragonrels.com/ParagonImages/Static/60/45/739e64b314b28e70738977c8162c55db/NoPhotoAvailable.jpg","0","40675581","RESIDENTIAL","Detached","Lake Tahoe","$829,000","2549 Blitzen Rd","S. LAKE TAHOE","CA","Expired",,,"36"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40686472/0/60/45/5a3a8b347f3d1268f951338ce7a3dfca/2/f384a829758030aa2d46d9d8375e1e27/MAXEBRDI40686472.JPG","1","40686472","RESIDENTIAL","Detached","Danville","$831,741","602 Elworthy Ranch Lane","DANVILLE","CA","Sold",,,"37"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707442/0/60/45/42e878a1ff7dce6c6f76c4ee4923be86/2/20611ee80a3a5da9676a4403f7e2133e/MAXEBRDI40707442.JPG","30","40707442","RESIDENTIAL","Detached","Castro Valley","$839,000","3963 LUELLA PL","CASTRO VALLEY","CA","Pending",,"1001","14"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40703969/0/60/45/eed195587886013d6b288d1eb0b453c7/2/4edf0af5af4dc7595e37b0253d1f20a2/MAXEBRDI40703969.JPG","8","40703969","RESIDENTIAL","Detached","Dublin","$839,000","5222 FOXCROFT WAY","DUBLIN","CA","Pending",,"1001","45"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706057/0/60/45/e7b9f43a136671bcf0627f19951b7398/2/4c2338d80c562953c401a33fe50c49f3/MAXEBRDI40706057.JPG","17","40706057","RESIDENTIAL","Detached","Union City","$840,000","4809 Scotia Street","UNION CITY","CA","Sold",,,"10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705567/0/60/45/a1bbfe7eeabf8bf4497eeea1c5e68996/2/3ae8119f41b5898249883cbecf1e36b5/MAXEBRDI40705567.JPG","23","40705567","RESIDENTIAL","Detached","Alameda Map Area 4","$842,000","547 TAYLOR AVE","ALAMEDA","CA","Sold",,"1101","23"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712736/0/60/45/a2aebfad4ad71bdb694ca2cbf739b68a/4/56150800efd18371ac294add1e1f981e/MAXEBRDI40712736.JPG","1","40712736","RESIDENTIAL","Condo","Santa Clara County","$842,960","615 Barcelona Loop","MILPITAS","CA","New",,,"0"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709525/0/60/45/6a1ddf7999c38f3ee0a8467ac5023690/2/385f8276a9818e6dfdf64687c5d9a799/MAXEBRDI40709525.JPG","24","40709525","RESIDENTIAL","Detached","Berkeley Map Area 8","$849,000","2544 Grant","BERKELEY","CA","Active",,,"24"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711735/0/60/45/1d4d17d020d03d7e5f041e69e2867c2a/2/cd6223b94b8db214b05ffe30f9aa28a2/MAXEBRDI40711735.JPG","30","40711735","RESIDENTIAL","Detached","Livermore","$849,950","1166 HILLCREST AVE","LIVERMORE","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712725/0/60/45/1bf36beddc07c081dce35b8e998ce1a7/2/171b9f30178982d5103fe21a797193fe/MAXEBRDI40712725.JPG","24","40712725","RESIDENTIAL","Detached","Pleasanton","$850,000","7333 JOSHUA CIR","PLEASANTON","CA","New",,"1001","0"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40696501/0/60/45/8cac1891fb3369e9259cea6e561eaee0/6/d40d6f950320f88a9b4053a9b602edc0/MAXEBRDI40696501.JPG","21","40696501","RESIDENTIAL","Detached","Discovery Bay","$850,000","5735 GREENFIELD WAY","DISCOVERY BAY","CA","Active",,"1001","117"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40703156/0/60/45/e9071f801e2fadc7e936d4b867b9dbc5/2/1ee0ecac5291e93db54a2130429b8564/MAXEBRDI40703156.JPG","21","40703156","RESIDENTIAL","Duet","Fremont","$860,000","3730 Parish Ave","FREMONT","CA","Sold",,,"31"
